Part	Poem	Verse	Word1	Word2	IPA1	IPA2	Type	Rhyming	Lines
book-of-poetry/decade-of-dang/zhs	Zhan Yang	4	舌	阶	sieʔ5	kie44	inexact	-	6480-6481
book-of-poetry/decade-of-dang/zhs	Zhan Yang	4	舌	天	sieʔ5	tʰieŋ44	inexact	-	6480-6482
book-of-poetry/decade-of-dang/zhs	Zhan Yang	4	阶	天	kie44	tʰieŋ44	tonal inexact	-	6481-6482
book-of-poetry/decade-of-dang/zhs	Zhan Yang	5	识	织	sɛiʔ23	ʦɛiʔ23	tonal exact	-	6491-6493
book-of-poetry/decade-of-dang/zhs	Zhan Yang	6	祥	亡	suoŋ53	uoŋ53	tonal exact	-	6498-6500
book-of-poetry/decade-of-dang/zhs	Zhan Yang	6	类	瘁	luɔi242	ʦuɔi242	tonal inexact	-	6499-6501
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	仪	矣	ŋi53	i32	inexact	crossed	6503-6505
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	仪	矣	ŋi53	i32	inexact	-	6503-6507
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	亡	罔	uoŋ53	muoŋ32	exact	paired	6504-6506
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	亡	亡	uoŋ53	uoŋ53	tonal exact	encircling	6504-6508
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	矣	矣	i32	i32	tonal inexact	-	6505-6507
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	矣	矣	i32	i32	tonal inexact	crossed	6505-6509
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	罔	亡	muoŋ32	uoŋ53	exact	-	6506-6508
book-of-poetry/decade-of-dang/zhs	Zhan Yang	7	矣	矣	i32	i32	tonal inexact	-	6507-6509
book-of-poetry/decade-of-dang/zhs	Shao Min	2	亡	荒	uoŋ53	huoŋ44	exact	-	6523-6524
book-of-poetry/decade-of-dang/zhs	Shao Min	4	业	贬	ŋieʔ5	pieŋ32	inexact	crossed	6532-6534
book-of-poetry/decade-of-dang/zhs	Shao Min	6	时	引	si53	iŋ32	inexact	-	6541-6546
book-of-poetry/decade-of-dang/zhs	Shao Min	6	稗	替	pʰɑ212	tʰɑ212	tonal inexact	-	6544-6545
book-of-poetry/decade-of-dang/zhs	Shao Min	7	频	矣	piŋ53	i32	inexact	paired	6548-6549
book-of-poetry/decade-of-dang/zhs	Shao Min	7	频	矣	piŋ53	i32	inexact	encircling	6548-6551
book-of-poetry/decade-of-dang/zhs	Shao Min	7	矣	矣	i32	i32	tonal inexact	paired	6549-6551
book-of-poetry/decade-of-dang/zhs	Shao Min	7	弘	躬	huŋ53	kuŋ44	exact	-	6552-6553
book-of-poetry/praise-odes-of-lu/zhs	Jiong	2	野	者	ia32	ʦia32	tonal inexact	paired	6899-6900
book-of-poetry/praise-odes-of-lu/zhs	Jiong	2	皇	黄	huoŋ53	uoŋ53	tonal exact	-	6901-6902
book-of-poetry/praise-odes-of-lu/zhs	Jiong	2	彭	马	pʰaŋ53	ma32	inexact	-	6903-6906
book-of-poetry/praise-odes-of-lu/zhs	Jiong	3	骐	期	ki53	ki44	inexact	paired	6910-6912
book-of-poetry/praise-odes-of-lu/zhs	You Bi	2	明	兮	miŋ53	hi44	inexact	-	6933-6938
book-of-poetry/praise-odes-of-lu/zhs	You Bi	3	飞	归	puoi44	kuoi44	tonal inexact	-	6944-6946
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	2	止	旗	ʦi32	ki53	inexact	-	6959-6960
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	2	大	迈	tɑi242	mɑi242	tonal inexact	-	6963-6964
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	4	酒	酒	ʦieu32	ʦieu32	tonal inexact	-	6976-6977
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	4	酒	丑	ʦieu32	ʦʰieu32	tonal inexact	encircling	6976-6980
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	4	酒	丑	ʦieu32	ʦʰieu32	tonal inexact	paired	6977-6980
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	5	德	则	tɑiʔ23	ʦɑiʔ23	tonal exact	crossed	6982-6984
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	5	武	祖	u32	ʦu32	tonal inexact	-	6985-6986
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	6	德	馘	tɑiʔ23	kɑiʔ23	tonal exact	-	6990-6994
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	7	心	征	siŋ44	ʦiŋ44	tonal exact	paired	6998-6999
book-of-poetry/praise-odes-of-lu/zhs	Pan Shui	8	夷	逆	i53	ŋiʔ5	inexact	-	7009-7010
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	2	依	迟	i44	ti53	inexact	-	7025-7027
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	王	商	uoŋ53	suoŋ44	exact	crossed	7039-7041
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	虞	女	ŋy53	ny32	inexact	-	7046-7047
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	虞	旅	ŋy53	ly32	inexact	-	7046-7048
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	虞	子	ŋy53	ʦy32	inexact	-	7046-7051
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	女	旅	ny32	ly32	tonal inexact	-	7047-7048
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	女	子	ny32	ʦy32	tonal inexact	-	7047-7051
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	旅	子	ly32	ʦy32	tonal inexact	-	7048-7051
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	旅	宇	ly32	y32	tonal inexact	-	7048-7053
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	功	鲁	kuŋ44	lu32	inexact	-	7049-7052
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	功	辅	kuŋ44	hu32	inexact	-	7049-7054
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	子	宇	ʦy32	y32	tonal inexact	-	7051-7053
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	3	鲁	辅	lu32	hu32	tonal inexact	-	7052-7054
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	4	东	祀	tøyŋ44	søy242	inexact	-	7056-7061
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	4	庸	子	yŋ44	ʦy32	inexact	-	7058-7060
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	4	耳	稷	ɛi212	kɛi212	tonal inexact	-	7062-7066
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	4	牺	宜	hi44	ŋi53	inexact	-	7067-7068
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	5	将	昌	ʦuoŋ44	ʦʰuoŋ44	tonal exact	encircling	7075-7080
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	5	房	方	puŋ53	puŋ44	exact	paired	7077-7082
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	5	庆	崩	kʰɛiŋ212	pɛiŋ44	exact	-	7079-7084
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	5	昌	常	ʦʰuoŋ44	suoŋ53	exact	-	7080-7083
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	5	崩	腾	pɛiŋ44	tɛiŋ53	exact	-	7084-7085
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	5	崩	朋	pɛiŋ44	pɛiŋ53	exact	-	7084-7086
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	5	腾	朋	tɛiŋ53	pɛiŋ53	tonal exact	-	7085-7086
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	6	縢	增	tɛiŋ53	ʦɛiŋ44	exact	encircling	7089-7093
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	6	膺	惩	iŋ44	tiŋ44	tonal exact	-	7094-7095
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	6	膺	承	iŋ44	siŋ53	exact	-	7094-7096
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	6	惩	承	tiŋ44	siŋ53	exact	-	7095-7096
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	6	大	艾	tɑi242	ŋɑi212	inexact	-	7101-7102
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	6	大	害	tɑi242	hɑi242	tonal inexact	-	7101-7104
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	6	艾	害	ŋɑi212	hɑi242	inexact	-	7102-7104
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	7	蒙	东	muŋ53	tuŋ44	exact	-	7107-7108
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	7	蒙	同	muŋ53	tuŋ53	tonal exact	crossed	7107-7110
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	7	蒙	功	muŋ53	kuŋ44	exact	-	7107-7112
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	7	东	同	tuŋ44	tuŋ53	exact	-	7108-7110
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	7	东	功	tuŋ44	kuŋ44	tonal exact	crossed	7108-7112
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	7	同	功	tuŋ53	kuŋ44	exact	-	7110-7112
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	8	宅	邦	thaʔ5	paŋ44	inexact	paired	7114-7115
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	9	许	宇	hy32	y32	tonal inexact	paired	7123-7124
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	9	喜	祉	hi32	ʦi32	tonal inexact	crossed	7125-7129
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	9	喜	齿	hi32	ʦʰi32	tonal inexact	encircling	7125-7130
book-of-poetry/praise-odes-of-lu/zhs	Bi Gong	9	祉	齿	ʦi32	ʦʰi32	tonal inexact	-	7129-7130
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	2	祥	将	suoŋ53	ʦuoŋ44	exact	-	7208-7213
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	2	芒	长	mouŋ53	touŋ53	tonal exact	crossed	7209-7212
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	2	将	商	ʦuoŋ44	suoŋ44	tonal exact	-	7213-7214
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	3	达	达	taʔ5	taʔ5	tonal exact	paired	7216-7217
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	3	越	发	uɑʔ23	huɑʔ23	tonal exact	-	7218-7219
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	4	齐	跻	ʦɛ53	ʦɛ44	inexact	crossed	7223-7225
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	4	迟	迟	ti53	ti53	tonal inexact	paired	7224-7226
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	5	休	柔	hieu44	ieu53	inexact	paired	7231-7233
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	5	休	优	hieu44	ieu44	tonal inexact	crossed	7231-7234
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	5	休	遒	hieu44	ieu53	inexact	encircling	7231-7235
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	5	柔	优	ieu53	ieu44	inexact	-	7233-7234
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	5	柔	遒	ieu53	ieu53	tonal inexact	paired	7233-7235
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	5	优	遒	ieu44	ieu53	inexact	-	7234-7235
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	6	龙	勇	lyŋ53	yŋ32	exact	paired	7238-7239
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	6	竦	总	suŋ32	ʦuŋ32	tonal exact	-	7241-7242
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	7	烈	蘖	lieʔ5	ŋieʔ5	tonal exact	-	7245-7247
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	7	烈	桀	lieʔ5	kieʔ5	tonal exact	-	7245-7251
book-of-poetry/sacrificial-odes-of-shang/zhs	Chang Fa	7	蘖	桀	ŋieʔ5	kieʔ5	tonal exact	crossed	7247-7251
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	2	楚	阻	ʦʰu32	ʦu32	tonal inexact	paired	7259-7260
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	2	楚	所	ʦʰu32	su32	tonal inexact	encircling	7259-7262
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	2	阻	所	ʦu32	su32	tonal inexact	paired	7260-7262
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	3	乡	羌	hyoŋ44	kyoŋ44	tonal exact	paired	7265-7267
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	3	乡	享	hyoŋ44	hyoŋ32	exact	crossed	7265-7268
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	3	羌	享	kyoŋ44	hyoŋ32	exact	-	7267-7268
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	3	王	常	uoŋ53	suoŋ53	tonal exact	-	7269-7270
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	4	绩	辟	ʦɛiʔ23	pʰɛiʔ23	tonal exact	paired	7272-7273
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	4	绩	适	ʦɛiʔ23	sɛiʔ23	tonal exact	crossed	7272-7274
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	4	辟	适	pʰɛiʔ23	sɛiʔ23	tonal exact	-	7273-7274
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	6	极	灵	kiʔ5	liŋ53	inexact	crossed	7283-7285
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	6	极	宁	kiʔ5	niŋ53	inexact	encircling	7283-7286
book-of-poetry/sacrificial-odes-of-shang/zhs	Yin Wu	6	灵	宁	liŋ53	niŋ53	tonal exact	-	7285-7286
